"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",712.4,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",747.727,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",791.713,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",779.962,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",866.292,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",940.418,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",1055.571,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",1155.757,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",1264.442,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",1406.762,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",1338.035,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",1390.194,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",1389.76,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",1392.523,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",1410.067,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",1476.862,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1506.035,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1499.593,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1575.278,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1663.93,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",1780.064,,
"SVN","Slovenia","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",1836.317,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1991","1991","USD","US Dollar","6","Millions","2015","2015",78733.089,"E","Estimated value"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1992","1992","USD","US Dollar","6","Millions","2015","2015",76320.565,"E","Estimated value"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1993","1993","USD","US Dollar","6","Millions","2015","2015",75880.876,"E","Estimated value"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1994","1994","USD","US Dollar","6","Millions","2015","2015",78117.203,"E","Estimated value"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",79280.778,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",79346.116,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",81840.062,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",85031.828,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",87643.178,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",91568.887,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",95299.484,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",99817.905,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",103884.736,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",109083.773,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",113768.133,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",118257.5,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",118585.514,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",119776.045,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",111873.38,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",113077.422,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",115188.394,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",113748.278,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",115798.616,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",120699.457,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",125174.167,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",127929.253,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",133394.36,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",140547.43,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",147383.974,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",140699.299,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1990","1990","USD","US Dollar","6","Millions","2015","2015",1027382.037,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1991","1991","USD","US Dollar","6","Millions","2015","2015",1122542.387,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1992","1992","USD","US Dollar","6","Millions","2015","2015",1282221.521,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1993","1993","USD","US Dollar","6","Millions","2015","2015",1460241.917,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1994","1994","USD","US Dollar","6","Millions","2015","2015",1650607.579,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",1831414.01,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",2013140.554,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",2199085.493,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",2371628.561,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",2553334.231,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",2770111.823,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",3001021.918,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",3275124.383,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",3603882.91,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",3968366.913,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",4420545.977,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",4982883.411,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",5691989.478,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",6241304.006,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",6827908.043,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",7554114.101,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",8275594.338,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",8926363.887,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",9619598.388,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",10333928.069,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",11061572.91,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",11819154.376,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",12640254.223,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",13493442.447,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",14317908.018,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",14616415.184,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",3584.504,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",3628.007,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",3735.678,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",3846.924,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",4121.698,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",4362.933,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",4659.767,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",4940.556,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",4975.185,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",5176.44,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",5376.933,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",5656.731,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",5918.944,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",6175.984,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",6221.115,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",6000.025,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",6332.698,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",6092.13,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",5965.206,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",5909.396,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",5933.524,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",6045.013,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",6285.65,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",6614.843,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",7288.989,,
"PRT","Portugal","B1GVJ","Information and communication (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",7841.926,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",257.712,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",264.236,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",324.847,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",426.067,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",367.473,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",419.101,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",337.653,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",390.868,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",429.242,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",436.272,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",436.866,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",470.029,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",597.344,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",609.743,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",495.846,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",541.909,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",586.857,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",596.593,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",566.999,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",636.506,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",654.229,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",498.59,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",532.636,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",476.863,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",647.151,,
"EST","Estonia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",645.209,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1990","1990","USD","US Dollar","6","Millions","2015","2015",8737.667,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1991","1991","USD","US Dollar","6","Millions","2015","2015",8884.365,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1992","1992","USD","US Dollar","6","Millions","2015","2015",9405.436,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1993","1993","USD","US Dollar","6","Millions","2015","2015",10193.366,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1994","1994","USD","US Dollar","6","Millions","2015","2015",10855.182,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",11385.677,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",12118.921,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",13406.965,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",14049.685,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",14458.655,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",15379.642,,
"NOR","Norway","B1GVM_N","Prof., scientific, techn.; admin., support serv. activities (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",15872.192,,
