"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1990","1990","USD","US Dollar","6","Millions","2015","2015",562521.185,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1991","1991","USD","US Dollar","6","Millions","2015","2015",564926.967,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1992","1992","USD","US Dollar","6","Millions","2015","2015",587779.15,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1993","1993","USD","US Dollar","6","Millions","2015","2015",611171.033,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1994","1994","USD","US Dollar","6","Millions","2015","2015",634903.811,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",659436.078,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",685241.061,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",717195.576,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",753253.641,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",782792.617,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",798645.164,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",830428.316,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",856094.258,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",892258.434,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",920401.507,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",945761.314,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",981448.602,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",1016645.586,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",1035886.352,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",1058950.756,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",1084460.581,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",1126954.189,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",1156324.852,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",1186474.878,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",1212598.802,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",1246298.652,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",1275196.696,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",1312258.542,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",1340880.333,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",1336392.589,,
"AUS","Australia","B1_GA","Gross domestic product (output approach)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",1364614.941,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1990","1990","USD","US Dollar","6","Millions","2015","2015",18250.993,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1991","1991","USD","US Dollar","6","Millions","2015","2015",17282.23,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1992","1992","USD","US Dollar","6","Millions","2015","2015",18191.142,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1993","1993","USD","US Dollar","6","Millions","2015","2015",18944.559,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1994","1994","USD","US Dollar","6","Millions","2015","2015",16168.535,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",19575.34,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",21147.892,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",21300.453,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",23442.175,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",25049.347,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",26043.34,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",26876.558,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",21089.215,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",26495.156,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",27631.149,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",28434.441,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",24130.46,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",26105.538,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",30616.064,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",30391.33,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",31428.158,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",31717.437,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",31447.521,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",31797.238,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",32264.896,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",29964.159,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",32775.976,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",31867.651,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",28510.722,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",25737.045,,
"AUS","Australia","B1GVA","Agriculture, forestry and fishing (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",31653.479,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1990","1990","USD","US Dollar","6","Millions","2015","2015",100644.856,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1991","1991","USD","US Dollar","6","Millions","2015","2015",100051.58,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1992","1992","USD","US Dollar","6","Millions","2015","2015",101865.443,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1993","1993","USD","US Dollar","6","Millions","2015","2015",105576.159,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1994","1994","USD","US Dollar","6","Millions","2015","2015",108986.899,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",112764.605,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",114144.552,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",118302.083,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",120442.044,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",123172.755,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",127580.489,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",130144.22,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",133406.002,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",133629.178,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",134891.052,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",135463.722,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",141324.159,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",145886.595,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",145126.609,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",150998.333,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",151974.101,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",157967.319,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",163344.431,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",169765.084,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",175428.318,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",179454.397,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",179735.256,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",185968.769,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",189680.363,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",191695.251,,
"AUS","Australia","B1GVB_E","Industry, including energy (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",189806.142,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1990","1990","USD","US Dollar","6","Millions","2015","2015",34988.619,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1991","1991","USD","US Dollar","6","Millions","2015","2015",32090.808,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1992","1992","USD","US Dollar","6","Millions","2015","2015",33958.301,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1993","1993","USD","US Dollar","6","Millions","2015","2015",36033.008,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1994","1994","USD","US Dollar","6","Millions","2015","2015",38026.492,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",38647.497,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",39683.572,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",43753.042,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",47720.824,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",50930.096,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",43756.879,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",49244.237,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",57407.48,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",62217.552,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",65324.497,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",69562.169,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",73436.576,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",78693.695,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",82188.208,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",82712.641,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",85125.031,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",94967.099,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2012","2012","USD","US Dollar","6","Millions","2015","2015",98165.5,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2013","2013","USD","US Dollar","6","Millions","2015","2015",102784.985,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2014","2014","USD","US Dollar","6","Millions","2015","2015",100337.419,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2015","2015","USD","US Dollar","6","Millions","2015","2015",98759.644,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2016","2016","USD","US Dollar","6","Millions","2015","2015",95611.768,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2017","2017","USD","US Dollar","6","Millions","2015","2015",100284.336,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2018","2018","USD","US Dollar","6","Millions","2015","2015",99561.003,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2019","2019","USD","US Dollar","6","Millions","2015","2015",95361.064,,
"AUS","Australia","B1GVF","Construction (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2020","2020","USD","US Dollar","6","Millions","2015","2015",95037.45,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1990","1990","USD","US Dollar","6","Millions","2015","2015",82136.357,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1991","1991","USD","US Dollar","6","Millions","2015","2015",83295.814,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1992","1992","USD","US Dollar","6","Millions","2015","2015",84099.961,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1993","1993","USD","US Dollar","6","Millions","2015","2015",88898.034,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1994","1994","USD","US Dollar","6","Millions","2015","2015",95686.265,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1995","1995","USD","US Dollar","6","Millions","2015","2015",100787.78,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1996","1996","USD","US Dollar","6","Millions","2015","2015",105910.527,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1997","1997","USD","US Dollar","6","Millions","2015","2015",110550.184,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1998","1998","USD","US Dollar","6","Millions","2015","2015",115655.271,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","1999","1999","USD","US Dollar","6","Millions","2015","2015",121052.481,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2000","2000","USD","US Dollar","6","Millions","2015","2015",124492.194,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2001","2001","USD","US Dollar","6","Millions","2015","2015",129043.324,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2002","2002","USD","US Dollar","6","Millions","2015","2015",135308.106,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2003","2003","USD","US Dollar","6","Millions","2015","2015",141851.938,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2004","2004","USD","US Dollar","6","Millions","2015","2015",148745.523,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2005","2005","USD","US Dollar","6","Millions","2015","2015",152596.453,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2006","2006","USD","US Dollar","6","Millions","2015","2015",159395.092,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2007","2007","USD","US Dollar","6","Millions","2015","2015",166573.216,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2008","2008","USD","US Dollar","6","Millions","2015","2015",166412.204,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2009","2009","USD","US Dollar","6","Millions","2015","2015",169144.513,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2010","2010","USD","US Dollar","6","Millions","2015","2015",172062.976,,
"AUS","Australia","B1GVG_I","Distributive trade, repairs; transport; accommod., food serv. (ISIC rev4)","VXVOB","Constant prices, constant exchange rates, OECD base year","2011","2011","USD","US Dollar","6","Millions","2015","2015",179463.267,,
